,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
22,Conor Coventry,ie IRL,"MF,FW",22-248,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
23,Harrison Ashby,sct SCO,DF,21-014,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
24,Armstrong Okoflex,ie IRL,MF,20-271,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
25,Darren Randolph,ie IRL,GK,35-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
26,Nikola Vlašić,hr CRO,"FW,MF",25-055,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
27,Squad Total,,,28.3,15,165,1350.0,15.0,12.0,6.0,10.0,2.0,4.0,19.0,0.0,0.8,0.4,1.2,0.67,1.07,18.6,16.2,11.6,27.8,1.24,0.77,2.01,1.08,1.85,,West-Ham-United
28,Opponent Total,,,27.2,15,165,1350.0,15.0,16.0,12.0,14.0,2.0,3.0,30.0,0.0,1.07,0.8,1.87,0.93,1.73,15.5,13.2,10.4,23.5,1.04,0.69,1.73,0.88,1.57,,West-Ham-United
0,James Tarkowski,eng ENG,DF,30-009,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,0.05,0.06,0.11,0.05,0.11,Matches,Everton
1,Alex Iwobi,ng NGA,MF,26-209,15,15,1332.0,14.8,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.07,0.34,0.41,0.07,0.41,0.7,0.7,2.6,3.3,0.05,0.18,0.22,0.05,0.22,Matches,Everton
2,Demarai Gray,eng ENG,"FW,MF",26-153,15,15,1284.0,14.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07,2.4,2.4,2.1,4.4,0.17,0.14,0.31,0.17,0.31,Matches,Everton
3,Vitaliy Mykolenko,ua UKR,"DF,MF",23-183,15,15,1283.0,14.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.02,0.04,0.06,0.02,0.06,Matches,Everton
4,Jordan Pickford,eng ENG,GK,28-266,14,14,1260.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Everton
5,Conor Coady,eng ENG,DF,29-276,14,14,1250.0,13.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.07,0.14,0.07,0.14,0.6,0.6,0.3,0.9,0.04,0.02,0.07,0.04,0.07,Matches,Everton
6,Amadou Onana,be BEL,MF,21-104,14,12,1035.0,11.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,1.7,1.7,1.0,2.7,0.14,0.09,0.23,0.14,0.23,Matches,Everton
7,Anthony Gordon,eng ENG,FW,21-277,14,11,983.0,10.9,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.27,0.0,0.27,0.27,0.27,2.7,2.7,0.6,3.3,0.25,0.05,0.3,0.25,0.3,Matches,Everton
8,Idrissa Gana Gueye,sn SEN,MF,33-063,10,9,738.0,8.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Everton
9,Nathan Patterson,sct SCO,"DF,MF",21-043,10,8,767.0,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.06,0.04,0.1,0.06,0.1,Matches,Everton
10,Dwight McNeil,eng ENG,"FW,DF",23-006,15,8,734.0,8.2,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,0.6,0.6,1.2,1.8,0.07,0.15,0.22,0.07,0.22,Matches,Everton
11,Séamus Coleman,ie IRL,DF,34-048,8,7,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06,Matches,Everton
12,Neal Maupay,fr FRA,FW,26-106,10,6,553.0,6.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,2.0,2.0,0.5,2.4,0.32,0.08,0.39,0.32,0.39,Matches,Everton
13,Dominic Calvert-Lewin,eng ENG,FW,25-257,6,4,339.0,3.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27,0.0,0.27,0.27,0.27,1.5,1.5,0.2,1.7,0.39,0.05,0.45,0.39,0.45,Matches,Everton
14,Mason Holgate,eng ENG,DF,26-037,4,3,320.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.08,0.08,0.16,0.08,0.16,Matches,Everton
15,Tom Davies,eng ENG,MF,24-151,7,3,298.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,0.16,0.04,0.2,0.16,0.2,Matches,Everton
16,Abdoulaye Doucouré,ml MLI,MF,29-331,7,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Matches,Everton
17,Salomón Rondón,ve VEN,FW,33-073,7,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.66,0.13,0.79,0.66,0.79,Matches,Everton
18,Asmir Begović,ba BIH,GK,35-161,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
19,Yerry Mina,co COL,DF,28-066,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
20,Ben Godfrey,eng ENG,DF,24-317,1,1,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
21,James Garner,eng ENG,MF,21-260,6,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Everton
22,Dele Alli,eng ENG,MF,26-231,2,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
23,Rúben Vinagre,pt POR,"DF,MF",23-233,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
24,Michael Keane,eng ENG,DF,29-321,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
25,Thomas Cannon,ie IRL,FW,19-335,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.47,0.0,0.47,0.47,0.47,Matches,Everton
26,Kyle Alex John,eng ENG,DF,21-288,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
27,Allan,br BRA,"DF,MF",31-324,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
28,Jean-Philippe Gbamin,ci CIV,"DF,MF",27-064,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
29,André Gomes,pt POR,MF,29-121,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
30,Eldin Jakupović,ch SUI,GK,38-057,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
31,Stanley Mills,eng ENG,MF,19-034,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
32,Lewis Warrington,eng ENG,MF,20-049,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
33,Reece Welch,eng ENG,DF,19-070,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
34,Squad Total,,,26.6,15,165,1350.0,15.0,10.0,8.0,10.0,0.0,0.0,33.0,0.0,0.67,0.53,1.2,0.67,1.2,15.4,15.4,11.1,26.5,1.03,0.74,1.77,1.03,1.77,,Everton
35,Opponent Total,,,27.3,15,165,1350.0,15.0,17.0,13.0,15.0,2.0,2.0,30.0,0.0,1.13,0.87,2.0,1.0,1.87,25.4,23.9,18.9,42.8,1.69,1.26,2.95,1.6,2.85,,Everton
0,Dean Henderson,eng ENG,GK,25-261,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
1,Scott McKenna,sct SCO,DF,26-016,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,0.01,0.06,0.06,0.01,0.06,Matches,Nottingham-Forest
2,Brennan Johnson,wls WAL,"FW,MF",21-189,15,13,1187.0,13.2,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.15,0.0,0.15,0.08,0.08,3.2,1.6,0.7,2.3,0.24,0.06,0.29,0.12,0.18,Matches,Nottingham-Forest
3,Neco Williams,wls WAL,DF,21-229,15,12,1078.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.2,2.2,0.08,0.1,0.18,0.08,0.18,Matches,Nottingham-Forest
4,Morgan Gibbs-White,eng ENG,"FW,MF",22-305,13,12,1036.0,11.5,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.17,0.17,0.35,0.17,0.35,2.2,2.2,2.1,4.3,0.19,0.18,0.38,0.19,0.38,Matches,Nottingham-Forest
5,Ryan Yates,eng ENG,MF,25-007,13,11,1033.0,11.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,1.5,1.5,0.6,2.0,0.13,0.05,0.18,0.13,0.18,Matches,Nottingham-Forest
6,Steve Cook,eng ENG,DF,31-223,12,11,957.0,10.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.05,0.07,0.01,0.07,Matches,Nottingham-Forest
7,Jesse Lingard,eng ENG,"FW,MF",29-348,13,10,809.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,0.12,0.07,0.19,0.12,0.19,Matches,Nottingham-Forest
8,Remo Freuler,ch SUI,MF,30-227,11,9,831.0,9.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.02,0.03,0.04,0.02,0.04,Matches,Nottingham-Forest
9,Cheikhou Kouyaté,sn SEN,"MF,DF",32-342,12,9,704.0,7.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,0.3,0.3,0.6,1.0,0.04,0.08,0.12,0.04,0.12,Matches,Nottingham-Forest
10,Joe Worrall,eng ENG,DF,25-322,11,7,717.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.02,0.06,0.08,0.02,0.08,Matches,Nottingham-Forest
11,Harry Toffolo,eng ENG,DF,27-101,8,6,577.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.02,0.07,0.09,0.02,0.09,Matches,Nottingham-Forest
12,Serge Aurier,ci CIV,DF,29-339,7,6,530.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,Matches,Nottingham-Forest
13,Lewis O'Brien,eng ENG,MF,24-045,11,6,525.0,5.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09,Matches,Nottingham-Forest
14,Taiwo Awoniyi,ng NGA,FW,25-108,13,6,512.0,5.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,3.6,3.6,0.7,4.3,0.63,0.12,0.75,0.63,0.75,Matches,Nottingham-Forest
15,Renan Lodi,br BRA,DF,24-234,7,6,505.0,5.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.08,0.02,0.1,0.08,0.1,Matches,Nottingham-Forest
16,Emmanuel Dennis,ng NGA,FW,25-013,9,3,345.0,3.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.26,0.26,0.52,0.26,0.52,0.6,0.6,0.3,1.0,0.16,0.09,0.25,0.16,0.25,Matches,Nottingham-Forest
17,Orel Mangala,be BEL,MF,24-255,7,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches,Nottingham-Forest
18,Moussa Niakhate,fr FRA,DF,26-265,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.15,0.0,0.15,0.15,0.15,Matches,Nottingham-Forest
19,Willy Boly,ci CIV,DF,31-298,2,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
20,Jack Colback,eng ENG,MF,33-035,4,1,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.09,0.09,0.0,0.09,Matches,Nottingham-Forest
21,Sam Surridge,eng ENG,FW,24-123,8,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.16,0.04,0.2,0.16,0.2,Matches,Nottingham-Forest
22,Giulian Biancone,fr FRA,DF,22-242,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
23,Alexander Mighten,eng ENG,FW,20-231,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
24,Cafú,pt POR,MF,29-275,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
25,Loïc Bade,fr FRA,DF,22-231,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
26,Oliver Hammond,wls WAL,MF,20-015,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
27,Wayne Hennessey,wls WAL,GK,35-308,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
28,Loïc Mbe Soh,fr FRA,DF,21-168,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
29,Dale Taylor,nir NIR,FW,18-351,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
30,Lyle Taylor,ms MSR,FW,32-244,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
31,Squad Total,,,26.3,15,165,1350.0,15.0,10.0,4.0,9.0,1.0,2.0,36.0,0.0,0.67,0.27,0.93,0.6,0.87,15.3,13.8,10.1,23.9,1.02,0.67,1.69,0.92,1.59,,Nottingham-Forest
32,Opponent Total,,,27.4,15,165,1350.0,15.0,30.0,20.0,28.0,2.0,5.0,27.0,0.0,2.0,1.33,3.33,1.87,3.2,24.1,20.4,16.2,36.7,1.61,1.08,2.69,1.36,2.44,,Nottingham-Forest
0,Gavin Bazunu,ie IRL,GK,20-281,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
1,James Ward-Prowse,eng ENG,MF,28-027,15,15,1350.0,15.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.07,0.13,0.2,0.07,0.2,0.7,0.7,2.7,3.4,0.05,0.18,0.23,0.05,0.23,Matches,Southampton
2,Mohammed Salisu,gh GHA,DF,23-225,14,14,1260.0,14.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,0.5,1.2,0.05,0.03,0.08,0.05,0.08,Matches,Southampton
3,Che Adams,sct SCO,FW,26-138,14,12,1066.0,11.8,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.34,0.08,0.42,0.34,0.42,3.9,3.9,1.7,5.6,0.33,0.14,0.47,0.33,0.47,Matches,Southampton
4,Mohamed Elyounoussi,no NOR,"MF,FW",28-116,14,12,985.0,10.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,2.0,2.0,1.3,3.3,0.18,0.12,0.3,0.18,0.3,Matches,Southampton
5,Kyle Walker-Peters,eng ENG,DF,25-229,11,11,952.0,10.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.7,1.4,0.07,0.07,0.13,0.07,0.13,Matches,Southampton
6,Armel Bella Kotchap,de GER,DF,20-352,11,11,903.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.7,0.7,0.1,0.8,0.07,0.01,0.08,0.07,0.08,Matches,Southampton
7,Adam Armstrong,eng ENG,FW,25-291,14,11,869.0,9.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.21,0.1,0.21,1.1,1.1,0.7,1.8,0.11,0.07,0.18,0.11,0.18,Matches,Southampton
8,Joe Aribo,ng NGA,"MF,FW",26-130,15,10,944.0,10.5,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,1.4,1.4,0.8,2.2,0.14,0.07,0.21,0.14,0.21,Matches,Southampton
9,Romain Perraud,fr FRA,DF,25-067,13,10,851.0,9.5,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,0.9,0.9,1.5,2.4,0.1,0.15,0.25,0.1,0.25,Matches,Southampton
10,Stuart Armstrong,sct SCO,"MF,FW",30-243,14,7,690.0,7.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,1.0,1.0,1.5,2.6,0.14,0.2,0.34,0.14,0.34,Matches,Southampton
11,Roméo Lavia,be BEL,MF,18-326,7,6,557.0,6.2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06,Matches,Southampton
12,Ibrahima Diallo,fr FRA,MF,23-265,9,6,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,Southampton
13,Moussa Djenepo,ml MLI,"DF,FW",24-166,10,5,526.0,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches,Southampton
14,Duje Ćaleta-Car,hr CRO,DF,26-072,7,5,486.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches,Southampton
15,Ainsley Maitland-Niles,eng ENG,"MF,DF",25-091,7,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.05,0.05,0.0,0.05,Matches,Southampton
16,Lyanco,br BRA,DF,25-300,7,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Southampton
17,Sekou Mara,fr FRA,"FW,MF",20-121,9,2,214.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0.7,0.7,0.5,1.2,0.29,0.21,0.5,0.29,0.5,Matches,Southampton
18,Jan Bednarek,pl POL,DF,26-230,2,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,Matches,Southampton
19,Juan Larios,es ESP,DF,18-320,5,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
20,Theo Walcott,eng ENG,"FW,MF",33-257,3,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
21,Oriol Romeu,es ESP,MF,31-065,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
22,Yan Valery,tn TUN,DF,23-279,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
23,Samuel Edozie,eng ENG,"MF,FW",19-304,8,0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.15,0.06,0.21,0.15,0.21,Matches,Southampton
24,Jack Stephens,eng ENG,DF,28-305,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
25,Nathan Redmond,eng ENG,DF,28-267,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
26,Ryan Finnigan,eng ENG,MF,19-066,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
27,Alex McCarthy,eng ENG,GK,32-360,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
28,Lewis Payne,eng ENG,DF,18-182,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
29,Squad Total,,,25.0,15,165,1350.0,15.0,13.0,11.0,13.0,0.0,0.0,24.0,0.0,0.87,0.73,1.6,0.87,1.6,14.7,14.7,12.6,27.3,0.98,0.84,1.82,0.98,1.82,,Southampton
30,Opponent Total,,,27.3,15,165,1350.0,15.0,26.0,22.0,26.0,0.0,0.0,27.0,0.0,1.73,1.47,3.2,1.73,3.2,19.2,19.2,15.8,35.1,1.28,1.06,2.34,1.28,2.34,,Southampton
0,Max Kilman,eng ENG,DF,25-189,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.04,0.0,0.04,0.04,0.04,Matches,Wolverhampton-Wanderers
1,José Sá,pt POR,GK,29-315,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
2,Rúben Neves,pt POR,"MF,DF",25-260,14,14,1260.0,14.0,4.0,0.0,2.0,2.0,2.0,6.0,0.0,0.29,0.0,0.29,0.14,0.14,2.3,0.7,0.4,1.2,0.17,0.03,0.2,0.05,0.08,Matches,Wolverhampton-Wanderers
3,Nathan Collins,ie IRL,DF,21-212,12,12,1022.0,11.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton-Wanderers
4,Daniel Podence,pt POR,"FW,MF",27-038,15,12,1020.0,11.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.18,0.0,0.18,0.18,0.18,2.1,2.1,1.6,3.7,0.19,0.14,0.33,0.19,0.33,Matches,Wolverhampton-Wanderers
5,João Moutinho,pt POR,MF,36-081,13,11,997.0,11.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.5,2.3,0.07,0.13,0.2,0.07,0.2,Matches,Wolverhampton-Wanderers
6,Jonny Castro,es ESP,DF,28-270,12,11,979.0,10.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05,Matches,Wolverhampton-Wanderers
7,Matheus Nunes,pt POR,MF,24-093,12,11,857.0,9.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,1.1,1.1,1.2,2.4,0.12,0.13,0.25,0.12,0.25,Matches,Wolverhampton-Wanderers
8,Gonçalo Guedes,pt POR,"FW,MF",25-364,12,8,689.0,7.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.26,0.13,0.26,1.2,1.2,0.5,1.7,0.16,0.06,0.22,0.16,0.22,Matches,Wolverhampton-Wanderers
